#
#num reg  count-read  count-written
#
## Basic Block at 0x00007fe06ed2fc70
  3 rdi                      75          75
  4 rsi                      75          75
## Basic Block at 0x00007fe06ed2fc8a
## Basic Block at 0x00007fe06ed2fc8c
  3 rdi                      36          36
  4 rsi                      36          36
  9 rcx                      36           0
 10 rax                      36           0
 12 r9                      108         108
 13 r10                     108          72
## Basic Block at 0x00007fe06ed2fc93
  9 rcx                      27           0
 10 rax                      27           0
 12 r9                       81          81
 13 r10                      81          54
## Basic Block at 0x00007fe06ed30530
  3 rdi                      27           0
  4 rsi                      27           0
## Basic Block at 0x00007fe06ed30560
  3 rdi                      54           0
  9 rcx                       0          27
 10 rax                      54           0
 13 r10                      81         108
## Basic Block at 0x00007fe06ed30596
  3 rdi                      27           0
  4 rsi                      27           0
  9 rcx                      54           0
## Basic Block at 0x00007fe06ed30e30
  3 rdi                      80          80
  4 rsi                      80          80
  9 rcx                     160           0
 10 rax                      80          80
 12 r9                       80           0
## Basic Block at 0x00007fe06ed30e42
  3 rdi                       2           1
  4 rsi                       2           1
  6 rsp                       1           1
  8 rdx                       3           1
 10 rax                       2           0
## Basic Block at 0x00007fe06ebf39ed
## Basic Block at 0x00007fe06ebf39f5
  3 rdi                       0          12
  4 rsi                       0          12
  6 rsp                      12          12
 17 r14                      12           0
## Basic Block at 0x00007fe06ed2fcb0
  3 rdi                     370           0
  4 rsi                     370           0
## Basic Block at 0x00007fe06ed2fcd7
  3 rdi                      52           0
  4 rsi                      52           0
  9 rcx                     104          52
 10 rax                      52           0
 12 r9                        0          52
## Basic Block at 0x00007fe06ed2fd16
  3 rdi                      20           0
  4 rsi                      20           0
  9 rcx                      60          20
## Basic Block at 0x00007fe06ed30e35
  3 rdi                     354         354
  4 rsi                     354         354
  9 rcx                     354           0
 10 rax                     354           0
## Basic Block at 0x00007fe06ed30e42
  3 rdi                      72          36
  4 rsi                      72          36
  6 rsp                      36          36
  8 rdx                     108          36
 10 rax                      72           0
## Basic Block at 0x00007fe06ebf3a04
## Basic Block at 0x00007fe06ebf3a0c
  3 rdi                       0          12
  6 rsp                      12          12
 17 r14                      12           0
## Basic Block at 0x00007fe06ebf3a14
 10 rax                      24           0
 16 r13                       0          12
## Basic Block at 0x00007fe06ebf3a23
  3 rdi                       0          12
  4 rsi                       0          12
  6 rsp                      12          12
  8 rdx                       0          12
 10 rax                      12           0
 17 r14                      12           0
## Basic Block at 0x00007fe06ec661b0
  3 rdi                      12           0
  5 rbp                      12           0
  6 rsp                      96          84
  7 rbx                      12          12
  9 rcx                      24           0
 10 rax                      12          12
 15 r12                      12           0
 16 r13                      12           0
 17 r14                      12           0
 18 r15                      12           0
## Basic Block at 0x00007fe06ec661e0
  5 rbp                       0          12
  8 rdx                      12           0
  9 rcx                      24           0
 18 r15                       0          12
## Basic Block at 0x00007fe06ec661f0
  4 rsi                      12           0
  9 rcx                      12           0
## Basic Block at 0x00007fe06ec661f9
  3 rdi                      12           0
  4 rsi                      12           0
  9 rcx                      24           0
 17 r14                      24          36
## Basic Block at 0x00007fe06ec6620c
  9 rcx                      12           0
## Basic Block at 0x00007fe06ec66219
  3 rdi                       0          12
  6 rsp                      12           0
  8 rdx                      12          12
  9 rcx                      12           0
 16 r13                      12          12
## Basic Block at 0x00007fe06ec66230
  3 rdi                      12          12
  9 rcx                      12          12
 10 rax                      12           0
## Basic Block at 0x00007fe06ec66230
  3 rdi                     372         372
  9 rcx                     372         372
 10 rax                     372           0
## Basic Block at 0x00007fe06ec66233
## Basic Block at 0x00007fe06ec66239
 16 r13                      12           0
## Basic Block at 0x00007fe06ec66243
## Basic Block at 0x00007fe06ec6645f
## Basic Block at 0x00007fe06ec6629f
  4 rsi                      12          24
  6 rsp                      12           0
